Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review
711,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"Check the images attached. They have served hot piping soup in melamine ware, which is carcinogenic. The melamine bowl has glue of the pricetag left right inside. The blinds/shades not in place leaving it hot 🔥 like hell !!Esperanso could be better if they took these and other small details seriously. Their all women team was very keen and helpful enough. They made up for the bad atmosphere and were every responsible to give a right meal. Thanks to the women who made the meal enjoyable when everything else was falling apart. !!"
712,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"Went to the bakery on the ground floor to get some light snacks one of which unfortunately was donuts. It was dry as a brick, when pointed the guy was not apologetic instead was telling us some people like it that way. I mean good luck with your niche customers."
713,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"The kitchen is run by three women who are doing a wonderful job, they are very efficient and pleasant. It’s nice to dine in a place that is welcoming as these beautiful women are beaming with positivity "
714,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,"I love the packaging, the taste , the presentation of the desserts.. u guys nailed it!!!! I recommend Adoniya to every person who has a great sweet tooth !!! keep growing!!"
715,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,Best Dessert hangout in anna nagar Loved the compact ambience and the desserts!! Service was soopper friendly Overall 5/5 I ordered Nutella Cup Cake Extra chocolaty Fudgee Brownie🥰🥰 worth a visit and u will want to order more 
716,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,Was too much sugar picture which shown varies with actual product which I got 
717,Antari By Soul Garden Bistro,-,"Cafe, Beverages, Desserts, Bakery",600,chennai,Worst service. Waste of money. Don't go to this restaurant. Food is below average. None of the items in the menu are available.
718,The Chocolate Room,4.2,"Cafe, Shake, Beverages, Salad, Fast Food, Italian, Mexican, Desserts","1,000",chandigarh,Really liked the ambiance of this place. The Sizzler was very good. Although the shake below average. Spent around 600 for the shake and it was really not worth it. The overall experience was good. The ambiance is very well done. The price and quality of the food needs a definite improvement.
719,Brooklyn Central,4.3,"Cafe, Shake, Beverages, American, Continental, Pizza, Burger, Bar Food","1,600",chandigarh,Aglio olio spaghetti was not good. It only tasted of black pepper.
720,Los Amigo's Cafe,4,"Cafe, Italian, Fast Food, Pizza, Sandwich, Burger, Desserts, Beverages",950,chandigarh,"Item are missings garlic breads not in my order , careless resturant about food order packing"
721,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,what am i supposed to do with this? i am supposed to gift it to someone. this is not at all worthy of that!
722,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,"Wonderful food, good quality and uniquely tasteful cuisine :)"
723,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,The quality of food never seizes to amaze me.The breads of this place are my favourite. Best in the city!!
724,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,i had the best pizza of my life the veggie farm .. too good
725,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,1.pocket no 762.peri mason3.light club sandwich very good food .wow
726,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,nice food
727,IL Forno Magico,4,"Cafe, Continental, Chinese, Mexican, Fast Food, Bakery, Desserts, Beverages","1,100",chandigarh,quality and quality are reduced!!
728,IL Forno Magico,4,"Cafe, Continental, Chinese, Mexican, Fast Food, Bakery, Desserts, Beverages","1,100",chandigarh,bit soggy not crispy 
729,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,"Cappuccino tasted really bad, had a burnt taste.Iced cappuccino was like tasteless brown water"
730,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,"For a coffee place, the coffee definitely falls short. but it's almost made up for in terms of food, the mezze platter is perfect if you want something healthy and light. Grilled chicken aglio olio spaghetti for when you need something to fill up. Only Vietnamese Style coffee was something I could enjoy. "
731,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,Uncooked fries
732,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,One of the best sandwiches’!!
733,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,i did not receive guacamole and hummus
734,Big Jerks,4,"Cafe, Pizza, Burger, Salad, Fast Food, Waffle, Shake, Beverages","1,100",chandigarh,Dry paste with no sauce and it’s pink sauce pasta
735,Big Jerks,4,"Cafe, Pizza, Burger, Salad, Fast Food, Waffle, Shake, Beverages","1,100",chandigarh,awesome food.... Nutella waffle 🧇 awesome 
736,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,"I just had my big bro non veg salad again. They’ve fantastic menu. Usually I order online, today I went dining. Staff is extremely polite and friendly. Must visit."
737,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,taste is awesome 👍
738,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,Nutella croissant was not fresh.stomach got so upset after eating
739,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,i would like a refund there's no coffee left in here to drink 
740,TCB Cafe,3.9,"Cafe, Coffee, Sandwich, Burger, Fast Food, Wraps, Salad, Beverages",700,chandigarh,"Food is delicious, Quantity is quiet good . service is quick. "
741,TCB Cafe,3.9,"Cafe, Coffee, Sandwich, Burger, Fast Food, Wraps, Salad, Beverages",700,chandigarh,TCB has lovely food. The owner is super frieny.i have eaten there many times and also ordered delivery. The food comes very nicely packaged for deliveries. Lovely coffee as well
742,Brookies,New,"Desserts, Cafe, Coffee, Tea, Shake, Beverages",400,chandigarh,Amazing 🤩
743,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,Have been to Celeste Cafe twice and on both occasions it had been an enriching experience. Their menu has some unique dishes to tickle your taste buds both in Indian and conti . The helping is good and the ambience aesthetic.  Overall gives you a feel good factor both in terms of environment and food.Keep it up !!!
744,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,a very good place for lunch and dinner with classy ambiance 
745,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,"An aesthetic cafe with mouth watering food and drinks , the Thai curry is something to die for ⭐️🤩"
746,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,Restaurant/cafe are basically eating places which means food should be commendable but this place lacks it all. I wonder why ppl have posted that food is good. Keeping a place trendy doesn’t mean it serves good food. Pizza was not at all close enough to what pizza should be and neither did phad Thai noodles. Wastage of money
747,Mansar Coffee,3.8,"Cafe, Fast Food, Mexican, Sandwich, Pasta, Pizza, Thai, Coffee",850,chandigarh,Wrong item sent
748,Mansar Coffee,3.8,"Cafe, Fast Food, Mexican, Sandwich, Pasta, Pizza, Thai, Coffee",850,chandigarh,Superb taste…the best!!
749,Owling By Fat Dad,4.2,"Cafe, Fast Food, Pizza, Pasta, Salad, Street Food, Beverages, Desserts",900,chandigarh,Stale food worst experience
750,Owling By Fat Dad,4.2,"Cafe, Fast Food, Pizza, Pasta, Salad, Street Food, Beverages, Desserts",900,chandigarh,Momo worse sadak wale b ache hote ae and packing pe tape nai lagayi na kuch kiya bekar kaam inke
751,Downtown Cafe & Bakery,4,"Cafe, Chinese, Fast Food, Beverages, North Indian",850,chandigarh,its amazing 🤩 test i would say you must try it 👌
752,Downtown Cafe & Bakery,4,"Cafe, Chinese, Fast Food, Beverages, North Indian",850,chandigarh,There was a mistake with one item and Sachin the manager delivered it himself. I usually eat in person and I will definitely order again!
753,French Press Cafe,3.5,"Cafe, Italian, Fast Food, Salad, Desserts, Beverages, Coffee, Tea","1,200",chandigarh,"Wonderful gourmet food , as ever .Blessings for the affection shown ."
754,French Press Cafe,3.5,"Cafe, Italian, Fast Food, Salad, Desserts, Beverages, Coffee, Tea","1,200",chandigarh,"I visit books and brew quite often and was eyeing to visit the french press cafe for quite a while. I went to the cafe and it was as empty as a graveyard at night. I ordered a cappuccino for myself while working and was also waiting for my partner to arrive. Approximately after an hour the owner sends his employee to tell me to leave as I didn’t order anything else till that point of time. Keeping in mind I was waiting for somebody to arrive and eating beforehand and being done with the meal seems inappropriate. I left politely without complaining about their ‘warm’ behaviour. I went straight to books and brew, met my partner there and had loads of fun and food. I often used to...read more"
755,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,"forgot the second burger, only brought one"
756,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,not provided french fries with burger when we go to eat then they provide 
757,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,"The classic fries was good but peri peri fries were sweet, i expected it to be spicy."
758,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,I had their blueberry cheese cake and it is really good..but I didn’t liked their staff and service as there was delay in food delivery and I had to wait for a lot of time.
759,BitesBee,3.9,"Cafe, Coffee, South Indian, North Indian, Chinese, Fast Food, Desserts, Shake","1,000",chandigarh,"it was soft but not tasty , very average "
760,BitesBee,3.9,"Cafe, Coffee, South Indian, North Indian, Chinese, Fast Food, Desserts, Shake","1,000",chandigarh,When first meal of the day turns amazing then whole day goes amazing too. It was quite a nice breakfast. 👌🏻
761,Sardar-Ji-Bakhsh Coffee & Co.,4,"Coffee, Tea, Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza",700,chandigarh,Excellent product
762,Sardar-Ji-Bakhsh Coffee & Co.,4,"Coffee, Tea, Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza",700,chandigarh,Cup was leaking. Please make sure that packaging is done right.
763,BenJi Cafe,4.1,"Cafe, North Indian, Fast Food",500,chandigarh,their was no sauces in burger
764,BenJi Cafe,4.1,"Cafe, North Indian, Fast Food",500,chandigarh,no sauces in the burger
765,BenJi Cafe,4.1,"Cafe, North Indian, Fast Food",500,chandigarh,it's bad...
766,The Inside Cafe,3.5,"Cafe, Fast Food, Street Food, Beverages",350,chandigarh,😋
767,The Inside Cafe,3.5,"Cafe, Fast Food, Street Food, Beverages",350,chandigarh,Ordered first time and grilled patty was so yummy and tasty.
768,The Inside Cafe,3.5,"Cafe, Fast Food, Street Food, Beverages",350,chandigarh,It is a very good breakfast and you will love the food as well.If you are ordering something then you must try sandwich once.
769,Pistol 06 Cafe And Lounge,3.5,"Cafe, Fast Food, Beverages, Pizza, Shake",550,chandigarh,Paisa wasool
770,The Food Garden,-,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,The taste is good but the quantity is low as compared to price. would recommend it to others 
771,The Food Garden,-,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,pathetic food rejected
772,The Food Garden,-,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,"thupka pack on cold drink packing, taste less, less quantity, packing broken. "
773,The Food Garden,-,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,very fast dilver
774,The Food Garden,-,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,Tried their Hummus and Pita bread today. Didn't expected this good Hummus in Mohali. Will try more in their menu in future. Full marks to the chef.
